item_id,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
134143,0,0,0,0,0,0,0,0,0,0,0,0
135335,0,0,0,0,0,0,0,0,0,0,0,0
135400,0,0,0,0,0,0,0,0,0,0,0,0
137873,0,0,0,0,0,0,0,0,0,0,0,0
141355,0,0,0,0,0,0,0,0,0,0,0,0
141377,0,0,0,0,0,0,0,0,0,0,0,0
142326,0,0,0,0,0,0,0,0,0,0,0,0
144801,0,0,0,0,0,0,0,0,0,0,0,0
145130,0,0,0,0,0,0,0,0,0,0,0,0
146188,0,0,0,0,0,0,0,0,0,0,0,0
147756,0,0,0,0,0,0,0,0,0,0,0,0
147793,0,0,0,0,0,0,0,0,0,0,0,0
148993,0,0,0,0,0,0,0,0,0,0,0,0
151358,0,0,0,0,0,0,0,0,0,0,0,0
155550,0,0,0,0,0,0,0,0,0,0,0,0
155854,0,0,0,0,0,0,0,0,0,0,0,0
155984,0,0,0,0,0,0,0,0,0,0,0,0
157568,0,0,0,0,0,0,0,0,0,0,0,0
159954,0,0,0,0,0,0,0,0,0,0,0,0
164259,0,0,0,0,0,0,0,0,0,0,0,0
167906,0,0,0,0,0,0,0,0,0,0,0,0
168936,0,0,0,0,0,0,0,0,0,0,0,0
172112,0,0,0,0,0,0,0,0,0,0,0,0
172797,0,0,0,0,0,0,0,0,0,0,0,0
174782,0,0,0,0,0,0,0,0,0,0,0,0
175392,0,0,0,0,0,0,0,0,0,0,0,0
175932,0,0,0,0,0,0,0,0,0,0,0,0
175991,0,0,0,0,0,0,0,0,0,0,0,0
180753,0,0,0,0,0,0,0,0,0,0,0,0
181316,0,0,0,0,0,0,0,0,0,0,0,0
183096,0,0,0,0,0,0,0,0,0,0,0,0
183947,0,0,0,0,0,0,0,0,0,0,0,0
184271,0,0,0,0,0,0,0,0,0,0,0,0
185439,0,0,0,0,0,0,0,0,0,0,0,0
186149,0,0,0,0,0,0,0,0,0,0,0,0
187100,0,0,0,0,0,0,0,0,0,0,0,0
188278,0,0,0,0,0,0,0,0,0,0,0,0
189879,0,0,0,0,0,0,0,0,0,0,0,0
192183,0,0,0,0,0,0,0,0,0,0,0,0
195262,0,0,0,0,0,0,0,0,0,0,0,0
200860,0,0,0,0,0,0,0,0,0,0,0,0
202635,0,0,0,0,0,0,0,0,0,0,0,0
205350,0,0,0,0,0,0,0,0,0,0,0,0
205719,0,0,0,0,0,0,0,0,0,0,0,0
227499,0,0,0,0,0,0,0,0,0,0,0,0
227517,0,0,0,0,0,0,0,0,0,0,0,0
228082,0,0,0,0,0,0,0,0,0,0,0,0
228222,0,0,0,0,0,0,0,0,0,0,0,0
229179,0,0,0,0,0,0,0,0,0,0,0,0
229361,0,0,0,0,0,0,0,0,0,0,0,0
231554,0,0,0,0,0,0,0,0,0,0,0,0
235507,0,0,0,0,0,0,0,0,0,0,0,0
236284,0,0,0,0,0,0,0,0,0,0,0,0
238007,0,0,0,0,0,0,0,0,0,0,0,0
240712,0,0,0,0,0,0,0,0,0,0,0,0
240884,0,0,0,0,0,0,0,0,0,0,0,0
241649,0,0,0,0,0,0,0,0,0,0,0,0
241729,0,0,0,0,0,0,0,0,0,0,0,0
242793,0,0,0,0,0,0,0,0,0,0,0,0
246834,0,0,0,0,0,0,0,0,0,0,0,0
248270,0,0,0,0,0,0,0,0,0,0,0,0
255548,0,0,0,0,0,0,0,0,0,0,0,0
256815,0,0,0,0,0,0,0,0,0,0,0,0
258392,0,0,0,0,0,0,0,0,0,0,0,0
258894,0,0,0,0,0,0,0,0,0,0,0,0
260355,0,0,0,0,0,0,0,0,0,0,0,0
262011,0,0,0,0,0,0,0,0,0,0,0,0
262934,0,0,0,0,0,0,0,0,0,0,0,0
268073,0,0,0,0,0,0,0,0,0,0,0,0
268733,0,0,0,0,0,0,0,0,0,0,0,0
271251,0,0,0,0,0,0,0,0,0,0,0,0
277880,0,0,0,0,0,0,0,0,0,0,0,0
279572,0,0,0,0,0,0,0,0,0,0,0,0
281022,0,0,0,0,0,0,0,0,0,0,0,0
281250,0,0,0,0,0,0,0,0,0,0,0,0
281589,0,0,0,0,0,0,0,0,0,0,0,0
282821,0,0,0,0,0,0,0,0,0,0,0,0
286488,0,0,0,0,0,0,0,0,0,0,0,0
287548,0,0,0,0,0,0,0,0,0,0,0,0
290201,0,0,0,0,0,0,0,0,0,0,0,0
290757,0,0,0,0,0,0,0,0,0,0,0,0
291334,0,0,0,0,0,0,0,0,0,0,0,0
292923,0,0,0,0,0,0,0,0,0,0,0,0
293699,0,0,0,0,0,0,0,0,0,0,0,0
294570,0,0,0,0,0,0,0,0,0,0,0,0
294594,0,0,0,0,0,0,0,0,0,0,0,0
295741,0,0,0,0,0,0,0,0,0,0,0,0
296332,0,0,0,0,0,0,0,0,0,0,0,0
298696,0,0,0,0,0,0,0,0,0,0,0,0
300398,0,0,0,0,0,0,0,0,0,0,0,0
302302,0,0,0,0,0,0,0,0,0,0,0,0
305152,0,0,0,0,0,0,0,0,0,0,0,0
305386,0,0,0,0,0,0,0,0,0,0,0,0
305539,0,0,0,0,0,0,0,0,0,0,0,0
306107,0,0,0,0,0,0,0,0,0,0,0,0
306466,0,0,0,0,0,0,0,0,0,0,0,0
306897,0,0,0,0,0,0,0,0,0,0,0,0
307061,0,0,0,0,0,0,0,0,0,0,0,0
307866,0,0,0,0,0,0,0,0,0,0,0,0
311917,0,0,0,0,0,0,0,0,0,0,0,0
312537,0,0,0,0,0,0,0,0,0,0,0,0
312782,0,0,0,0,0,0,0,0,0,0,0,0
318933,0,0,0,0,0,0,0,0,0,0,0,0
319047,0,0,0,0,0,0,0,0,0,0,0,0
321942,0,0,0,0,0,0,0,0,0,0,0,0
324002,0,0,0,0,0,0,0,0,0,0,0,0
324084,0,0,0,0,0,0,0,0,0,0,0,0
324282,0,0,0,0,0,0,0,0,0,0,0,0
331358,0,0,0,0,0,0,0,0,0,0,0,0
332789,0,0,0,0,0,0,0,0,0,0,0,0
333059,0,0,0,0,0,0,0,0,0,0,0,0
333323,0,0,0,0,0,0,0,0,0,0,0,0
334259,0,0,0,0,0,0,0,0,0,0,0,0
334333,0,0,0,0,0,0,0,0,0,0,0,0
335764,0,0,0,0,0,0,0,0,0,0,0,0
336207,0,0,0,0,0,0,0,0,0,0,0,0
339972,0,0,0,0,0,0,0,0,0,0,0,0
341872,0,0,0,0,0,0,0,0,0,0,0,0
342007,0,0,0,0,0,0,0,0,0,0,0,0
342514,0,0,0,0,0,0,0,0,0,0,0,0
342972,0,0,0,0,0,0,0,0,0,0,0,0
343446,0,0,0,0,0,0,0,0,0,0,0,0
344282,0,0,0,0,0,0,0,0,0,0,0,0
345068,0,0,0,0,0,0,0,0,0,0,0,0
345357,0,0,0,0,0,0,0,0,0,0,0,0
346025,0,0,0,0,0,0,0,0,0,0,0,0
346843,0,0,0,0,0,0,0,0,0,0,0,0
350188,0,0,0,0,0,0,0,0,0,0,0,0
354858,0,0,0,0,0,0,0,0,0,0,0,0
357668,0,0,0,0,0,0,0,0,0,0,0,0
364177,0,0,0,0,0,0,0,0,0,0,0,0
365244,0,0,0,0,0,0,0,0,0,0,0,0
365642,0,0,0,0,0,0,0,0,0,0,0,0
366483,0,0,0,0,0,0,0,0,0,0,0,0
368194,0,0,0,0,0,0,0,0,0,0,0,0
368824,0,0,0,0,0,0,0,0,0,0,0,0
368963,0,0,0,0,0,0,0,0,0,0,0,0
376439,0,0,0,0,0,0,0,0,0,0,0,0
376581,0,0,0,0,0,0,0,0,0,0,0,0
380953,0,0,0,0,0,0,0,0,0,0,0,0
383254,0,0,0,0,0,0,0,0,0,0,0,0
386924,0,0,0,0,0,0,0,0,0,0,0,0
386952,0,0,0,0,0,0,0,0,0,0,0,0
388722,0,0,0,0,0,0,0,0,0,0,0,0
388885,0,0,0,0,0,0,0,0,0,0,0,0
390890,0,0,0,0,0,0,0,0,0,0,0,0
392756,0,0,0,0,0,0,0,0,0,0,0,0
392931,0,0,0,0,0,0,0,0,0,0,0,0
393207,0,0,0,0,0,0,0,0,0,0,0,0
396872,0,0,0,0,0,0,0,0,0,0,0,0
398552,0,0,0,0,0,0,0,0,0,0,0,0
401869,0,0,0,0,0,0,0,0,0,0,0,0
402470,0,0,0,0,0,0,0,0,0,0,0,0
404804,0,0,0,0,0,0,0,0,0,0,0,0
405088,0,0,0,0,0,0,0,0,0,0,0,0
405961,0,0,0,0,0,0,0,0,0,0,0,0
414117,0,0,0,0,0,0,0,0,0,0,0,0
415969,0,0,0,0,0,0,0,0,0,0,0,0
420087,0,0,0,0,0,0,0,0,0,0,0,0
429958,0,0,0,0,0,0,0,0,0,0,0,0
441018,0,0,0,0,0,0,0,0,0,0,0,0
441888,0,0,0,0,0,0,0,0,0,0,0,0
442442,0,0,0,0,0,0,0,0,0,0,0,0
444677,0,0,0,0,0,0,0,0,0,0,0,0
470588,0,0,0,0,0,0,0,0,0,0,0,0
489455,0,0,0,0,0,0,0,0,0,0,0,0
494424,0,0,0,0,0,0,0,0,0,0,0,0
495284,0,0,0,0,0,0,0,0,0,0,0,0
498857,0,0,0,0,0,0,0,0,0,0,0,0
508818,0,0,0,0,0,0,0,0,0,0,0,0
512460,0,0,0,0,0,0,0,0,0,0,0,0
544103,0,0,0,0,0,0,0,0,0,0,0,0
550383,0,0,0,0,0,0,0,0,0,0,0,0
564450,0,0,0,0,0,0,0,0,0,0,0,0
568601,0,0,0,0,0,0,0,0,0,0,0,0
572652,0,0,0,0,0,0,0,0,0,0,0,0
580389,0,0,0,0,0,0,0,0,0,0,0,0
581129,0,0,0,0,0,0,0,0,0,0,0,0
588775,0,0,0,0,0,0,0,0,0,0,0,0
591774,0,0,0,0,0,0,0,0,0,0,0,0
603861,0,0,0,0,0,0,0,0,0,0,0,0
606143,0,0,0,0,0,0,0,0,0,0,0,0
704156,0,0,0,0,0,0,0,0,0,0,0,0
705379,0,0,0,0,0,0,0,0,0,0,0,0
721259,0,0,0,0,0,0,0,0,0,0,0,0
749412,0,0,0,0,0,0,0,0,0,0,0,0
760729,0,0,0,0,0,0,0,0,0,0,0,0
905042,0,0,0,0,0,0,0,0,0,0,0,0
949618,0,0,0,0,0,0,0,0,0,0,0,0
958987,0,0,0,0,0,0,0,0,0,0,0,0
968578,0,0,0,0,0,0,0,0,0,0,0,0
969076,0,0,0,0,0,0,0,0,0,0,0,0
971027,0,0,0,0,0,0,0,0,0,0,0,0
978739,0,0,0,0,0,0,0,0,0,0,0,0
1035023,0,0,0,0,0,0,0,0,0,0,0,0
1105478,0,0,0,0,0,0,0,0,0,0,0,0
1352868,0,0,0,0,0,0,0,0,0,0,0,0
1401935,0,0,0,0,0,0,0,0,0,0,0,0
1402638,0,0,0,0,0,0,0,0,0,0,0,0
1414443,0,0,0,0,0,0,0,0,0,0,0,0
1456619,0,0,0,0,0,0,0,0,0,0,0,0
1465690,0,0,0,0,0,0,0,0,0,0,0,0
1472925,0,0,0,0,0,0,0,0,0,0,0,0
1488959,0,0,0,0,0,0,0,0,0,0,0,0
1518989,0,0,0,0,0,0,0,0,0,0,0,0
1618738,0,0,0,0,0,0,0,0,0,0,0,0
1620151,0,0,0,0,0,0,0,0,0,0,0,0
1626710,0,0,0,0,0,0,0,0,0,0,0,0
1640609,0,0,0,0,0,0,0,0,0,0,0,0
1686521,0,0,0,0,0,0,0,0,0,0,0,0
1729319,0,0,0,0,0,0,0,0,0,0,0,0
1746134,0,0,0,0,0,0,0,0,0,0,0,0
1758449,0,0,0,0,0,0,0,0,0,0,0,0
1763015,0,0,0,0,0,0,0,0,0,0,0,0
1765788,0,0,0,0,0,0,0,0,0,0,0,0
1801229,0,0,0,0,0,0,0,0,0,0,0,0
1801641,0,0,0,0,0,0,0,0,0,0,0,0
1847830,0,0,0,0,0,0,0,0,0,0,0,0
1860318,0,0,0,0,0,0,0,0,0,0,0,0
1889511,0,0,0,0,0,0,0,0,0,0,0,0
1889577,0,0,0,0,0,0,0,0,0,0,0,0
1894188,0,0,0,0,0,0,0,0,0,0,0,0
1938355,0,0,0,0,0,0,0,0,0,0,0,0
1942396,0,0,0,0,0,0,0,0,0,0,0,0
1970390,0,0,0,0,0,0,0,0,0,0,0,0
1976139,0,0,0,0,0,0,0,0,0,0,0,0
2011876,0,0,0,0,0,0,0,0,0,0,0,0
2012966,0,0,0,0,0,0,0,0,0,0,0,0
2051699,0,0,0,0,0,0,0,0,0,0,0,0
2062879,0,0,0,0,0,0,0,0,0,0,0,0
2065691,0,0,0,0,0,0,0,0,0,0,0,0
2073016,0,0,0,0,0,0,0,0,0,0,0,0
2080474,0,0,0,0,0,0,0,0,0,0,0,0
2083877,0,0,0,0,0,0,0,0,0,0,0,0
2084066,0,0,0,0,0,0,0,0,0,0,0,0
2104505,0,0,0,0,0,0,0,0,0,0,0,0
2122180,0,0,0,0,0,0,0,0,0,0,0,0
2139353,0,0,0,0,0,0,0,0,0,0,0,0
2143752,0,0,0,0,0,0,0,0,0,0,0,0
2146792,0,0,0,0,0,0,0,0,0,0,0,0
2149225,0,0,0,0,0,0,0,0,0,0,0,0
2153153,0,0,0,0,0,0,0,0,0,0,0,0
2155014,0,0,0,0,0,0,0,0,0,0,0,0
2164705,0,0,0,0,0,0,0,0,0,0,0,0
2171627,0,0,0,0,0,0,0,0,0,0,0,0
2182846,0,0,0,0,0,0,0,0,0,0,0,0
2194100,0,0,0,0,0,0,0,0,0,0,0,0
2197016,0,0,0,0,0,0,0,0,0,0,0,0
2208424,0,0,0,0,0,0,0,0,0,0,0,0
2229865,0,0,0,0,0,0,0,0,0,0,0,0
2255601,0,0,0,0,0,0,0,0,0,0,0,0
2268379,0,0,0,0,0,0,0,0,0,0,0,0
2278464,0,0,0,0,0,0,0,0,0,0,0,0
2293923,0,0,0,0,0,0,0,0,0,0,0,0
2312620,0,0,0,0,0,0,0,0,0,0,0,0
2318055,0,0,0,0,0,0,0,0,0,0,0,0
2324976,0,0,0,0,0,0,0,0,0,0,0,0
2329342,0,0,0,0,0,0,0,0,0,0,0,0
2339528,0,0,0,0,0,0,0,0,0,0,0,0
2342426,0,0,0,0,0,0,0,0,0,0,0,0
2344901,0,0,0,0,0,0,0,0,0,0,0,0
2358056,0,0,0,0,0,0,0,0,0,0,0,0
2358969,0,0,0,0,0,0,0,0,0,0,0,0
2364471,0,0,0,0,0,0,0,0,0,0,0,0
2365101,0,0,0,0,0,0,0,0,0,0,0,0
2367155,0,0,0,0,0,0,0,0,0,0,0,0
2369266,0,0,0,0,0,0,0,0,0,0,0,0
2376496,0,0,0,0,0,0,0,0,0,0,0,0
2391984,0,0,0,0,0,0,0,0,0,0,0,0
2411661,0,0,0,0,0,0,0,0,0,0,0,0
2411778,0,0,0,0,0,0,0,0,0,0,0,0
2412002,0,0,0,0,0,0,0,0,0,0,0,0
2412967,0,0,0,0,0,0,0,0,0,0,0,0
2429854,0,0,0,0,0,0,0,0,0,0,0,0
2437837,0,0,0,0,0,0,0,0,0,0,0,0
2449878,0,0,0,0,0,0,0,0,0,0,0,0
2456480,0,0,0,0,0,0,0,0,0,0,0,0
2457256,0,0,0,0,0,0,0,0,0,0,0,0
2458355,0,0,0,0,0,0,0,0,0,0,0,0
2460080,0,0,0,0,0,0,0,0,0,0,0,0
2461190,0,0,0,0,0,0,0,0,0,0,0,0
2469673,0,0,0,0,0,0,0,0,0,0,0,0
2470694,0,0,0,0,0,0,0,0,0,0,0,0
2479954,0,0,0,0,0,0,0,0,0,0,0,0
2481901,0,0,0,0,0,0,0,0,0,0,0,0
2482700,0,0,0,0,0,0,0,0,0,0,0,0
2486127,0,0,0,0,0,0,0,0,0,0,0,0
2498700,0,0,0,0,0,0,0,0,0,0,0,0
2516503,0,0,0,0,0,0,0,0,0,0,0,0
2518069,0,0,0,0,0,0,0,0,0,0,0,0
2521459,0,0,0,0,0,0,0,0,0,0,0,0
2523736,0,0,0,0,0,0,0,0,0,0,0,0
2529279,0,0,0,0,0,0,0,0,0,0,0,0
2532302,0,0,0,0,0,0,0,0,0,0,0,0
2536991,0,0,0,0,0,0,0,0,0,0,0,0
2542724,0,0,0,0,0,0,0,0,0,0,0,0
2550279,0,0,0,0,0,0,0,0,0,0,0,0
2551220,0,0,0,0,0,0,0,0,0,0,0,0
2552472,0,0,0,0,0,0,0,0,0,0,0,0
2555340,0,0,0,0,0,0,0,0,0,0,0,0
2557283,0,0,0,0,0,0,0,0,0,0,0,0
2559575,0,0,0,0,0,0,0,0,0,0,0,0
2562034,0,0,0,0,0,0,0,0,0,0,0,0
2566163,0,0,0,0,0,0,0,0,0,0,0,0
2566592,0,0,0,0,0,0,0,0,0,0,0,0
2569324,0,0,0,0,0,0,0,0,0,0,0,0
2574528,0,0,0,0,0,0,0,0,0,0,0,0
2574583,0,0,0,0,0,0,0,0,0,0,0,0
2576122,0,0,0,0,0,0,0,0,0,0,0,0
2578995,0,0,0,0,0,0,0,0,0,0,0,0
2586560,0,0,0,0,0,0,0,0,0,0,0,0
2594139,0,0,0,0,0,0,0,0,0,0,0,0
2598871,0,0,0,0,0,0,0,0,0,0,0,0
2599352,0,0,0,0,0,0,0,0,0,0,0,0
2600688,0,0,0,0,0,0,0,0,0,0,0,0
2606098,0,0,0,0,0,0,0,0,0,0,0,0
2613116,0,0,0,0,0,0,0,0,0,0,0,0
2617002,0,0,0,0,0,0,0,0,0,0,0,0
2620584,0,0,0,0,0,0,0,0,0,0,0,0
2639449,0,0,0,0,0,0,0,0,0,0,0,0
2639540,0,0,0,0,0,0,0,0,0,0,0,0
2639641,0,0,0,0,0,0,0,0,0,0,0,0
2641155,0,0,0,0,0,0,0,0,0,0,0,0
2643002,0,0,0,0,0,0,0,0,0,0,0,0
2645733,0,0,0,0,0,0,0,0,0,0,0,0
2649826,0,0,0,0,0,0,0,0,0,0,0,0
2650282,0,0,0,0,0,0,0,0,0,0,0,0
2664024,0,0,0,0,0,0,0,0,0,0,0,0
2666246,0,0,0,0,0,0,0,0,0,0,0,0
2669816,0,0,0,0,0,0,0,0,0,0,0,0
2671132,0,0,0,0,0,0,0,0,0,0,0,0
2676809,0,0,0,0,0,0,0,0,0,0,0,0
2678643,0,0,0,0,0,0,0,0,0,0,0,0
2685865,0,0,0,0,0,0,0,0,0,0,0,0
2688067,0,0,0,0,0,0,0,0,0,0,0,0
2689958,0,0,0,0,0,0,0,0,0,0,0,0
2691206,0,0,0,0,0,0,0,0,0,0,0,0
2691244,0,0,0,0,0,0,0,0,0,0,0,0
2694424,0,0,0,0,0,0,0,0,0,0,0,0
2698257,0,0,0,0,0,0,0,0,0,0,0,0
6516,0,0,0,0,0,0,0,0,0,0,0,0
24734,0,0,0,0,0,0,0,0,0,0,0,0
26192,0,0,0,0,0,0,0,0,0,0,0,0
28061,0,0,0,0,0,0,0,0,0,0,0,0
31600,0,0,0,0,0,0,0,0,0,0,0,0
46844,0,0,0,0,0,0,0,0,0,0,0,0
52765,0,0,0,0,0,0,0,0,0,0,0,0
55104,0,0,0,0,0,0,0,0,0,0,0,0
58071,0,0,0,0,0,0,0,0,0,0,0,0
58316,0,0,0,0,0,0,0,0,0,0,0,0
62487,0,0,0,0,0,0,0,0,0,0,0,0
63165,0,0,0,0,0,0,0,0,0,0,0,0
65002,0,0,0,0,0,0,0,0,0,0,0,0
70011,0,0,0,0,0,0,0,0,0,0,0,0
75255,0,0,0,0,0,0,0,0,0,0,0,0
79403,0,0,0,0,0,0,0,0,0,0,0,0
85092,0,0,0,0,0,0,0,0,0,0,0,0
85144,0,0,0,0,0,0,0,0,0,0,0,0
85302,0,0,0,0,0,0,0,0,0,0,0,0
87431,0,0,0,0,0,0,0,0,0,0,0,0
94961,0,0,0,0,0,0,0,0,0,0,0,0
95755,0,0,0,0,0,0,0,0,0,0,0,0
101116,0,0,0,0,0,0,0,0,0,0,0,0
107489,0,0,0,0,0,0,0,0,0,0,0,0
108872,0,0,0,0,0,0,0,0,0,0,0,0
109155,0,0,0,0,0,0,0,0,0,0,0,0
111512,0,0,0,0,0,0,0,0,0,0,0,0
117818,0,0,0,0,0,0,0,0,0,0,0,0
119902,0,0,0,0,0,0,0,0,0,0,0,0
121349,0,0,0,0,0,0,0,0,0,0,0,0
124064,0,0,0,0,0,0,0,0,0,0,0,0
125018,0,0,0,0,0,0,0,0,0,0,0,0
129955,0,0,0,0,0,0,0,0,0,0,0,0
130034,0,0,0,0,0,0,0,0,0,0,0,0
130547,0,0,0,0,0,0,0,0,0,0,0,0
130636,0,0,0,0,0,0,0,0,0,0,0,0
131390,0,0,0,0,0,0,0,0,0,0,0,0
133816,0,0,0,0,0,0,0,0,0,0,0,0
133922,0,0,0,0,0,0,0,0,0,0,0,0
135335,0,0,0,0,0,0,0,0,0,0,0,0
135400,0,0,0,0,0,0,0,0,0,0,0,0
135471,0,0,0,0,0,0,0,0,0,0,0,0
139033,0,0,0,0,0,0,0,0,0,0,0,0
141377,0,0,0,0,0,0,0,0,0,0,0,0
141506,0,0,0,0,0,0,0,0,0,0,0,0
146503,0,0,0,0,0,0,0,0,0,0,0,0
147756,0,0,0,0,0,0,0,0,0,0,0,0
148993,0,0,0,0,0,0,0,0,0,0,0,0
149741,0,0,0,0,0,0,0,0,0,0,0,0
149962,0,0,0,0,0,0,0,0,0,0,0,0
151587,0,0,0,0,0,0,0,0,0,0,0,0
152668,0,0,0,0,0,0,0,0,0,0,0,0
155984,0,0,0,0,0,0,0,0,0,0,0,0
158707,0,0,0,0,0,0,0,0,0,0,0,0
159954,0,0,0,0,0,0,0,0,0,0,0,0
164944,0,0,0,0,0,0,0,0,0,0,0,0
165226,0,0,0,0,0,0,0,0,0,0,0,0
167961,0,0,0,0,0,0,0,0,0,0,0,0
174024,0,0,0,0,0,0,0,0,0,0,0,0
174094,0,0,0,0,0,0,0,0,0,0,0,0
174745,0,0,0,0,0,0,0,0,0,0,0,0
175447,0,0,0,0,0,0,0,0,0,0,0,0
175772,0,0,0,0,0,0,0,0,0,0,0,0
183057,0,0,0,0,0,0,0,0,0,0,0,0
185350,0,0,0,0,0,0,0,0,0,0,0,0
188278,0,0,0,0,0,0,0,0,0,0,0,0
199636,0,0,0,0,0,0,0,0,0,0,0,0
199897,0,0,0,0,0,0,0,0,0,0,0,0
200804,0,0,0,0,0,0,0,0,0,0,0,0
205494,0,0,0,0,0,0,0,0,0,0,0,0
228021,0,0,0,0,0,0,0,0,0,0,0,0
228383,0,0,0,0,0,0,0,0,0,0,0,0
232307,0,0,0,0,0,0,0,0,0,0,0,0
235068,0,0,0,0,0,0,0,0,0,0,0,0
235507,0,0,0,0,0,0,0,0,0,0,0,0
236875,0,0,0,0,0,0,0,0,0,0,0,0
237274,0,0,0,0,0,0,0,0,0,0,0,0
243510,0,0,0,0,0,0,0,0,0,0,0,0
244246,0,0,0,0,0,0,0,0,0,0,0,0
248581,0,0,0,0,0,0,0,0,0,0,0,0
252073,0,0,0,0,0,0,0,0,0,0,0,0
254625,0,0,0,0,0,0,0,0,0,0,0,0
258587,0,0,0,0,0,0,0,0,0,0,0,0
260355,0,0,0,0,0,0,0,0,0,0,0,0
260623,0,0,0,0,0,0,0,0,0,0,0,0
263251,0,0,0,0,0,0,0,0,0,0,0,0
263543,0,0,0,0,0,0,0,0,0,0,0,0
263952,0,0,0,0,0,0,0,0,0,0,0,0
266524,0,0,0,0,0,0,0,0,0,0,0,0
268733,0,0,0,0,0,0,0,0,0,0,0,0
273346,0,0,0,0,0,0,0,0,0,0,0,0
274947,0,0,0,0,0,0,0,0,0,0,0,0
275674,0,0,0,0,0,0,0,0,0,0,0,0
275792,0,0,0,0,0,0,0,0,0,0,0,0
277123,0,0,0,0,0,0,0,0,0,0,0,0
277880,0,0,0,0,0,0,0,0,0,0,0,0
281077,0,0,0,0,0,0,0,0,0,0,0,0
281636,0,0,0,0,0,0,0,0,0,0,0,0
285315,0,0,0,0,0,0,0,0,0,0,0,0
287040,0,0,0,0,0,0,0,0,0,0,0,0
287204,0,0,0,0,0,0,0,0,0,0,0,0
287210,0,0,0,0,0,0,0,0,0,0,0,0
288994,0,0,0,0,0,0,0,0,0,0,0,0
289449,0,0,0,0,0,0,0,0,0,0,0,0
290164,0,0,0,0,0,0,0,0,0,0,0,0
292525,0,0,0,0,0,0,0,0,0,0,0,0
292775,0,0,0,0,0,0,0,0,0,0,0,0
293824,0,0,0,0,0,0,0,0,0,0,0,0
294496,0,0,0,0,0,0,0,0,0,0,0,0
294655,0,0,0,0,0,0,0,0,0,0,0,0
295060,0,0,0,0,0,0,0,0,0,0,0,0
295075,0,0,0,0,0,0,0,0,0,0,0,0
296424,0,0,0,0,0,0,0,0,0,0,0,0
298034,0,0,0,0,0,0,0,0,0,0,0,0
298838,0,0,0,0,0,0,0,0,0,0,0,0
301967,0,0,0,0,0,0,0,0,0,0,0,0
302476,0,0,0,0,0,0,0,0,0,0,0,0
303521,0,0,0,0,0,0,0,0,0,0,0,0
303985,0,0,0,0,0,0,0,0,0,0,0,0
304465,0,0,0,0,0,0,0,0,0,0,0,0
306646,0,0,0,0,0,0,0,0,0,0,0,0
309142,0,0,0,0,0,0,0,0,0,0,0,0
310412,0,0,0,0,0,0,0,0,0,0,0,0
311235,0,0,0,0,0,0,0,0,0,0,0,0
311659,0,0,0,0,0,0,0,0,0,0,0,0
